zip,population,city,county,state
95070,31688,Saratoga,Santa Clara County,Ca
90803,31659,Long Beach,Los Angeles County,Ca
94903,31582,San Rafael,Marin County,Ca
90712,31552,Lakewood,Los Angeles County,Ca
92405,31550,San Bernardino,San Bernardino County,Ca
93940,31513,Monterey,Monterey County,Ca
92881,31401,Corona,Riverside County,Ca
95131,31335,San Jose,Santa Clara County,Ca
94070,31312,San Carlos,San Mateo County,Ca
95829,31297,Sacramento,Sacramento County,Ca
95358,31268,Modesto,Stanislaus County,Ca
95632,31217,Galt,Sacramento County,Ca
91792,31208,West Covina,Los Angeles County,Ca
96080,31190,Red Bluff,Tehama County,Ca
93004,31151,Ventura,Ventura County,Ca
92124,31121,San Diego,San Diego County,Ca
94602,31104,Oakland,Alameda County,Ca
90680,31102,Stanton,Orange County,Ca
93561,31060,Tehachapi,Kern County,Ca
92260,31039,Palm Desert,Riverside County,Ca
90028,30982,Los Angeles,Los Angeles County,Ca
92679,30971,Trabuco Canyon,Orange County,Ca
95134,30916,San Jose,Santa Clara County,Ca
92110,30773,San Diego,San Diego County,Ca
91607,30734,Valley Village,Los Angeles County,Ca
90601,30667,Whittier,Los Angeles County,Ca
92316,30656,Bloomington,San Bernardino County,Ca
92673,30633,San Clemente,Orange County,Ca
91303,30611,Canoga Park,Los Angeles County,Ca
91356,30599,Tarzana,Los Angeles County,Ca
95824,30556,Sacramento,Sacramento County,Ca
93654,30476,Reedley,Fresno County,Ca
95204,30406,Stockton,San Joaquin County,Ca
94107,30340,San Francisco,San Francisco County,Ca
91355,30289,Valencia,Los Angeles County,Ca
92120,30241,San Diego,San Diego County,Ca
93662,30191,Selma,Fresno County,Ca
95219,30165,Stockton,San Joaquin County,Ca
95966,30108,Oroville,Butte County,Ca
95330,30051,Lathrop,San Joaquin County,Ca
94589,29959,Vallejo,Solano County,Ca
92653,29923,Laguna Hills,Orange County,Ca
93101,29870,Santa Barbara,Santa Barbara County,Ca
92782,29838,Tustin,Orange County,Ca
95363,29784,Patterson,Stanislaus County,Ca
95682,29750,Shingle Springs,El Dorado County,Ca
91324,29744,Northridge,Los Angeles County,Ca
92614,29544,Irvine,Orange County,Ca
93704,29502,Fresno,Fresno County,Ca
93901,29498,Salinas,Monterey County,Ca
92081,29475,Vista,San Diego County,Ca
96150,29457,South Lake Tahoe,El Dorado County,Ca
92107,29435,San Diego,San Diego County,Ca
91746,29429,La Puente,Los Angeles County,Ca
94585,29401,Suisun City,Solano County,Ca
94580,29377,San Lorenzo,Alameda County,Ca
90302,29307,Inglewood,Los Angeles County,Ca
92604,29080,Irvine,Orange County,Ca
91803,29006,Alhambra,Los Angeles County,Ca
93401,28773,San Luis Obispo,San Luis Obispo County,Ca
91364,28765,Woodland Hills,Los Angeles County,Ca
90017,28754,Los Angeles,Los Angeles County,Ca
95133,28749,San Jose,Santa Clara County,Ca
94131,28705,San Francisco,San Francisco County,Ca
95117,28663,San Jose,Santa Clara County,Ca
90061,28646,Los Angeles,Los Angeles County,Ca
92173,28609,San Ysidro,San Diego County,Ca
95677,28591,Rocklin,Placer County,Ca
91724,28575,Covina,Los Angeles County,Ca
95370,28548,Sonora,Tuolumne County,Ca
91316,28497,Encino,Los Angeles County,Ca
94549,28456,Lafayette,Contra Costa County,Ca
95472,28443,Sebastopol,Sonoma County,Ca
90713,28439,Lakewood,Los Angeles County,Ca
95603,28366,Auburn,Placer County,Ca
90041,28321,Los Angeles,Los Angeles County,Ca
94518,28287,Concord,Contra Costa County,Ca
90039,28244,Los Angeles,Los Angeles County,Ca
94559,28224,Napa,Napa County,Ca
91731,28201,El Monte,Los Angeles County,Ca
95492,28096,Windsor,Sonoma County,Ca
90038,27979,Los Angeles,Los Angeles County,Ca
94002,27893,Belmont,San Mateo County,Ca
95212,27848,Stockton,San Joaquin County,Ca
94306,27785,Palo Alto,Santa Clara County,Ca
95032,27678,Los Gatos,Santa Clara County,Ca
91384,27652,Castaic,Los Angeles County,Ca
90746,27643,Carson,Los Angeles County,Ca
94132,27641,San Francisco,San Francisco County,Ca
91945,27541,Lemon Grove,San Diego County,Ca
92227,27540,Brawley,Imperial County,Ca
90710,27517,Harbor City,Los Angeles County,Ca
91504,27479,Burbank,Los Angeles County,Ca
92532,27454,Lake Elsinore,Riverside County,Ca
95242,27433,Lodi,San Joaquin County,Ca
95945,27388,Grass Valley,Nevada County,Ca
92008,27373,Carlsbad,San Diego County,Ca
92277,27370,Twentynine Palms,San Bernardino County,Ca
93280,27356,Wasco,Kern County,Ca
92868,27280,Orange,Orange County,Ca
94510,27223,Benicia,Solano County,Ca
93933,27197,Marina,Monterey County,Ca
94803,27171,El Sobrante,Contra Costa County,Ca
91103,27167,Pasadena,Los Angeles County,Ca
91740,27131,Glendora,Los Angeles County,Ca
91042,27119,Tujunga,Los Angeles County,Ca
92585,27083,Menifee,Riverside County,Ca
92251,27050,Imperial,Imperial County,Ca
94607,27019,Oakland,Alameda County,Ca
94619,27018,Oakland,Alameda County,Ca
90405,26981,Santa Monica,Los Angeles County,Ca
94506,26947,Danville,Contra Costa County,Ca
95618,26946,Davis,Yolo County,Ca
92411,26915,San Bernardino,San Bernardino County,Ca
91010,26825,Duarte,Los Angeles County,Ca
92211,26741,Palm Desert,Riverside County,Ca
92835,26687,Fullerton,Orange County,Ca
92602,26663,Irvine,Orange County,Ca
90035,26595,Los Angeles,Los Angeles County,Ca
91030,26583,South Pasadena,Los Angeles County,Ca
93725,26568,Fresno,Fresno County,Ca
94062,26531,Redwood City,San Mateo County,Ca
95815,26523,Sacramento,Sacramento County,Ca
94530,26483,El Cerrito,Contra Costa County,Ca
93105,26482,Santa Barbara,Santa Barbara County,Ca
91755,26418,Monterey Park,Los Angeles County,Ca
95776,26352,Woodland,Yolo County,Ca
94598,26346,Walnut Creek,Contra Costa County,Ca
91302,26318,Calabasas,Los Angeles County,Ca
93035,26286,Oxnard,Ventura County,Ca
95409,26158,Santa Rosa,Sonoma County,Ca
91932,26157,Imperial Beach,San Diego County,Ca
94402,26150,San Mateo,San Mateo County,Ca
92629,26144,Dana Point,Orange County,Ca
91784,26116,Upland,San Bernardino County,Ca
91741,26052,Glendora,Los Angeles County,Ca
94547,26041,Hercules,Contra Costa County,Ca
92832,26040,Fullerton,Orange County,Ca
93960,26037,Soledad,Monterey County,Ca
90240,26026,Downey,Los Angeles County,Ca
90064,25956,Los Angeles,Los Angeles County,Ca
90602,25949,Whittier,Los Angeles County,Ca
90249,25929,Gardena,Los Angeles County,Ca
91403,25887,Sherman Oaks,Los Angeles County,Ca
92262,25856,Palm Springs,Riverside County,Ca
92284,25741,Yucca Valley,San Bernardino County,Ca
95864,25728,Sacramento,Sacramento County,Ca
90304,25725,Inglewood,Los Angeles County,Ca
94704,25711,Berkeley,Alameda County,Ca
90291,25656,Venice,Los Angeles County,Ca
95215,25647,Stockton,San Joaquin County,Ca
90015,25554,Los Angeles,Los Angeles County,Ca
94133,25460,San Francisco,San Francisco County,Ca
91307,25368,West Hills,Los Angeles County,Ca
92860,25367,Norco,Riverside County,Ca
91301,25244,Agoura Hills,Los Angeles County,Ca
94947,25183,Novato,Marin County,Ca
94609,25175,Oakland,Alameda County,Ca
95367,25162,Riverbank,Stanislaus County,Ca
93907,25124,Salinas,Monterey County,Ca
95354,25100,Modesto,Stanislaus County,Ca
93405,24991,San Luis Obispo,San Luis Obispo County,Ca
95003,24977,Aptos,Santa Cruz County,Ca
90270,24950,Maywood,Los Angeles County,Ca
90274,24942,Palos Verdes Peninsula,Los Angeles County,Ca
96007,24849,Anderson,Shasta County,Ca
94123,24721,San Francisco,San Francisco County,Ca
90740,24604,Seal Beach,Orange County,Ca
90292,24481,Marina Del Rey,Los Angeles County,Ca
92011,24472,Carlsbad,San Diego County,Ca
95054,24444,Santa Clara,Santa Clara County,Ca
92606,24431,Irvine,Orange County,Ca
92119,24419,San Diego,San Diego County,Ca
92108,24201,San Diego,San Diego County,Ca
91775,24169,San Gabriel,Los Angeles County,Ca
90403,24092,Santa Monica,Los Angeles County,Ca
95503,24072,Eureka,Humboldt County,Ca
94024,24041,Los Altos,Santa Clara County,Ca
92651,23981,Laguna Beach,Orange County,Ca
90404,23975,Santa Monica,Los Angeles County,Ca
91106,23813,Pasadena,Los Angeles County,Ca
93610,23795,Chowchilla,Madera County,Ca
94596,23795,Walnut Creek,Contra Costa County,Ca
95405,23748,Santa Rosa,Sonoma County,Ca
95501,23706,Eureka,Humboldt County,Ca
95391,23696,Tracy,Alameda County,Ca
91411,23689,Van Nuys,Los Angeles County,Ca
90720,23673,Los Alamitos,Orange County,Ca
94597,23654,Walnut Creek,Contra Costa County,Ca
94089,23447,Sunnyvale,Santa Clara County,Ca
93212,23391,Corcoran,Kings County,Ca
90303,23370,Inglewood,Los Angeles County,Ca
91737,23108,Rancho Cucamonga,San Bernardino County,Ca
93041,23108,Port Hueneme,Ventura County,Ca
95818,23062,Sacramento,Sacramento County,Ca
92354,23054,Loma Linda,San Bernardino County,Ca
95531,23029,Crescent City,Del Norte County,Ca
94085,22996,Sunnyvale,Santa Clara County,Ca
93263,22952,Shafter,Kern County,Ca
91202,22831,Glendale,Los Angeles County,Ca
94030,22825,Millbrae,San Mateo County,Ca
95746,22743,Granite Bay,Placer County,Ca
92844,22622,Garden Grove,Orange County,Ca
91201,22163,Glendale,Los Angeles County,Ca
92501,22136,Riverside,Riverside County,Ca
93444,22079,Nipomo,San Luis Obispo County,Ca
90732,22078,San Pedro,Los Angeles County,Ca
95620,22004,Dixon,Solano County,Ca
92582,21961,San Jacinto,Riverside County,Ca
92663,21886,Newport Beach,Orange County,Ca
94503,21791,American Canyon,Napa County,Ca
90717,21788,Lomita,Los Angeles County,Ca
95521,21712,Arcata,Humboldt County,Ca
95841,21542,Sacramento,Sacramento County,Ca
96130,21460,Susanville,Lassen County,Ca
95135,21402,San Jose,Santa Clara County,Ca
93560,21300,Rosamond,Kern County,Ca
90272,21298,Pacific Palisades,Los Angeles County,Ca
93023,21279,Ojai,Ventura County,Ca
92371,21265,Phelan,San Bernardino County,Ca
95949,21232,Grass Valley,Nevada County,Ca
92225,21189,Blythe,Riverside County,Ca
94127,21184,San Francisco,San Francisco County,Ca
92865,21140,Orange,Orange County,Ca
95827,21084,Sacramento,Sacramento County,Ca
92808,21080,Anaheim,Orange County,Ca
90068,21064,Los Angeles,Los Angeles County,Ca
90715,20949,Lakewood,Los Angeles County,Ca
92377,20935,Rialto,San Bernardino County,Ca
91040,20911,Sunland,Los Angeles County,Ca
90603,20883,Whittier,Los Angeles County,Ca
91381,20864,Stevenson Ranch,Los Angeles County,Ca
94706,20860,Albany,Alameda County,Ca
95965,20835,Oroville,Butte County,Ca
93203,20781,Arvin,Kern County,Ca
90814,20723,Long Beach,Los Angeles County,Ca
92082,20678,Valley Center,San Diego County,Ca
92106,20483,San Diego,San Diego County,Ca
92344,20448,Hesperia,San Bernardino County,Ca
92617,20432,Irvine,Orange County,Ca
90048,20411,Los Angeles,Los Angeles County,Ca
94703,20404,Berkeley,Alameda County,Ca
91011,20389,La Canada Flintridge,Los Angeles County,Ca
92887,20353,Yorba Linda,Orange County,Ca
95110,20314,San Jose,Santa Clara County,Ca
93630,20272,Kerman,Fresno County,Ca
94579,20272,San Leandro,Alameda County,Ca
92264,20229,Palm Springs,Riverside County,Ca
94519,20162,Concord,Contra Costa County,Ca
92586,20152,Menifee,Riverside County,Ca
94022,20052,Los Altos,Santa Clara County,Ca
90069,20045,West Hollywood,Los Angeles County,Ca
92029,19986,Escondido,San Diego County,Ca
93927,19983,Greenfield,Monterey County,Ca
91602,19980,North Hollywood,Los Angeles County,Ca
95819,19806,Sacramento,Sacramento County,Ca
91101,19737,Pasadena,Los Angeles County,Ca
93103,19653,Santa Barbara,Santa Barbara County,Ca
91506,19559,Burbank,Los Angeles County,Ca
90254,19551,Hermosa Beach,Los Angeles County,Ca
95138,19420,San Jose,Santa Clara County,Ca
94563,19416,Orinda,Contra Costa County,Ca
92603,19329,Irvine,Orange County,Ca
90210,19180,Beverly Hills,Los Angeles County,Ca
96161,19146,Truckee,Nevada County,Ca
91501,18951,Burbank,Los Angeles County,Ca
94564,18946,Pinole,Contra Costa County,Ca
93210,18937,Coalinga,Fresno County,Ca
91390,18930,Santa Clarita,Los Angeles County,Ca
92587,18926,Menifee,Riverside County,Ca
95519,18781,Mckinleyville,Humboldt County,Ca
91361,18753,Westlake Village,Ventura County,Ca
93015,18716,Fillmore,Ventura County,Ca
91901,18669,Alpine,San Diego County,Ca
95602,18610,Auburn,Placer County,Ca
94949,18545,Novato,Marin County,Ca
95366,18500,Ripon,San Joaquin County,Ca
91345,18481,Mission Hills,Los Angeles County,Ca
91204,18445,Glendale,Los Angeles County,Ca
90502,18430,Torrance,Los Angeles County,Ca
95816,18334,Sacramento,Sacramento County,Ca
95959,18244,Nevada City,Nevada County,Ca
93111,18165,Santa Barbara,Santa Barbara County,Ca
91723,17964,Covina,Los Angeles County,Ca
93728,17892,Fresno,Fresno County,Ca
93247,17827,Lindsay,Tulare County,Ca
94612,17742,Oakland,Alameda County,Ca
92118,17602,Coronado,San Diego County,Ca
90670,17556,Santa Fe Springs,Los Angeles County,Ca
94702,17473,Berkeley,Alameda County,Ca
92637,17452,Laguna Woods,Orange County,Ca
91914,17373,Chula Vista,San Diego County,Ca
94595,17341,Walnut Creek,Contra Costa County,Ca
94945,17309,Novato,Marin County,Ca
95334,17302,Livingston,Merced County,Ca
94618,17285,Oakland,Alameda County,Ca
94305,17279,Stanford,Santa Clara County,Ca
94301,17259,Palo Alto,Santa Clara County,Ca
92270,17257,Rancho Mirage,Riverside County,Ca
93268,17124,Taft,Kern County,Ca
91902,17121,Bonita,San Diego County,Ca
90245,17081,El Segundo,Los Angeles County,Ca
95422,16998,Clearlake,Lake County,Ca
93930,16807,King City,Monterey County,Ca
95448,16745,Healdsburg,Sonoma County,Ca
91203,16679,Glendale,Los Angeles County,Ca
95673,16665,Rio Linda,Sacramento County,Ca
90265,16652,Malibu,Los Angeles County,Ca
93631,16588,Kingsburg,Tulare County,Ca
92010,16566,Carlsbad,San Diego County,Ca
95963,16485,Orland,Glenn County,Ca
93013,16459,Carpinteria,Santa Barbara County,Ca
93110,16403,Santa Barbara,Santa Barbara County,Ca
90232,16352,Culver City,Los Angeles County,Ca
90701,16237,Artesia,Los Angeles County,Ca
95203,16237,Stockton,San Joaquin County,Ca
91436,16190,Encino,Los Angeles County,Ca
94542,16188,Hayward,Alameda County,Ca
94960,16028,San Anselmo,Marin County,Ca
93241,15978,Lamont,Kern County,Ca
94556,15959,Moraga,Contra Costa County,Ca
92274,15917,Thermal,Riverside County,Ca
91708,15908,Chino,San Bernardino County,Ca
96021,15746,Corning,Tehama County,Ca
93402,15572,Los Osos,San Luis Obispo County,Ca
92845,15530,Garden Grove,Orange County,Ca
94505,15445,Discovery Bay,Contra Costa County,Ca
90623,15419,La Palma,Orange County,Ca
91208,15377,Glendale,Los Angeles County,Ca
93648,15370,Parlier,Fresno County,Ca
94019,15275,Half Moon Bay,San Mateo County,Ca
95304,15235,Tracy,San Joaquin County,Ca
95066,15233,Scotts Valley,Santa Cruz County,Ca
94041,15222,Mountain View,Santa Clara County,Ca
93250,15126,McFarland,Kern County,Ca
93950,15098,Pacific Grove,Monterey County,Ca
93505,14952,California City,Kern County,Ca
94552,14948,Castro Valley,Alameda County,Ca
95742,14883,Rancho Cordova,Sacramento County,Ca
92866,14873,Orange,Orange County,Ca
95437,14865,Fort Bragg,Mendocino County,Ca
95368,14849,Salida,Stanislaus County,Ca
94805,14790,Richmond,Contra Costa County,Ca
96022,14751,Cottonwood,Tehama County,Ca
93514,14692,Bishop,Mono County,Ca
90305,14679,Inglewood,Los Angeles County,Ca
95252,14622,Valley Springs,Calaveras County,Ca
90013,14587,Los Angeles,Los Angeles County,Ca
95817,14513,Sacramento,Sacramento County,Ca
94705,14508,Berkeley,Alameda County,Ca
94507,14503,Alamo,Contra Costa County,Ca
93221,14423,Exeter,Tulare County,Ca
95540,14415,Fortuna,Humboldt County,Ca
95357,14403,Modesto,Stanislaus County,Ca
95490,14360,Willits,Mendocino County,Ca
95605,14291,West Sacramento,Yolo County,Ca
94502,14225,Alameda,Alameda County,Ca
93640,14162,Mendota,Fresno County,Ca
95650,14098,Loomis,Placer County,Ca
90716,13941,Hawaiian Gardens,Los Angeles County,Ca
95360,13781,Newman,Stanislaus County,Ca
94105,13722,San Francisco,San Francisco County,Ca
93301,13672,Bakersfield,Kern County,Ca
91377,13627,Oak Park,Ventura County,Ca
95388,13518,Winton,Merced County,Ca
93636,13447,Madera,Madera County,Ca
93204,13423,Avenal,Kings County,Ca
95130,13376,San Jose,Santa Clara County,Ca
95030,13373,Los Gatos,Santa Clara County,Ca
95315,13317,Delhi,Merced County,Ca
93723,13174,Fresno,Fresno County,Ca
94904,13132,Greenbrae,Marin County,Ca
95832,13116,Sacramento,Sacramento County,Ca
92610,13107,Foothill Ranch,Orange County,Ca
92313,13104,Grand Terrace,San Bernardino County,Ca
90293,13039,Playa Del Rey,Los Angeles County,Ca
93908,12983,Salinas,Monterey County,Ca
95451,12957,Kelseyville,Lake County,Ca
94920,12906,Belvedere Tiburon,Marin County,Ca
93433,12755,Grover Beach,San Luis Obispo County,Ca
93543,12745,Littlerock,Los Angeles County,Ca
91105,12692,Pasadena,Los Angeles County,Ca
93923,12630,Carmel,Monterey County,Ca
94707,12596,Berkeley,Alameda County,Ca
91108,12559,San Marino,Los Angeles County,Ca
92625,12546,Corona Del Mar,Orange County,Ca
92014,12532,Del Mar,San Diego County,Ca
95640,12518,Ione,Amador County,Ca
92408,12478,San Bernardino,San Bernardino County,Ca
93730,12461,Fresno,Fresno County,Ca
95320,12385,Escalon,San Joaquin County,Ca
94517,12349,Clayton,Contra Costa County,Ca
91502,12312,Burbank,Los Angeles County,Ca
95814,12248,Sacramento,Sacramento County,Ca
94709,12200,Berkeley,Alameda County,Ca
92075,12072,Solana Beach,San Diego County,Ca
94108,12070,San Francisco,San Francisco County,Ca
94965,12044,Sausalito,Marin County,Ca
92007,11939,Cardiff By The Sea,San Diego County,Ca
90094,11891,Playa Vista,Los Angeles County,Ca
90040,11839,Los Angeles,Los Angeles County,Ca
93647,11828,Orosi,Tulare County,Ca
90402,11816,Santa Monica,Los Angeles County,Ca
94708,11810,Berkeley,Contra Costa County,Ca
90755,11764,Signal Hill,Los Angeles County,Ca
93614,11760,Coarsegold,Madera County,Ca
93109,11626,Santa Barbara,Santa Barbara County,Ca
94065,11588,Redwood City,San Mateo County,Ca
95948,11456,Gridley,Butte County,Ca
90248,11453,Gardena,Los Angeles County,Ca
95073,11408,Soquel,Santa Cruz County,Ca
93442,11399,Morro Bay,San Luis Obispo County,Ca
95425,11331,Cloverdale,Sonoma County,Ca
95453,11254,Lakeport,Lake County,Ca
93108,11209,Santa Barbara,Santa Barbara County,Ca
95953,11201,Live Oak,Sutter County,Ca
91024,11151,Sierra Madre,Los Angeles County,Ca
91207,11091,Glendale,Los Angeles County,Ca
91978,11006,Spring Valley,San Diego County,Ca
90212,10881,Beverly Hills,Los Angeles County,Ca
92567,10721,Nuevo,Riverside County,Ca
95326,10672,Hughson,Stanislaus County,Ca
92314,10658,Big Bear City,San Bernardino County,Ca
92055,10618,Camp Pendleton,San Diego County,Ca
93701,10602,Fresno,Fresno County,Ca
95012,10528,Castroville,Monterey County,Ca
94571,10514,Rio Vista,Solano County,Ca
96019,10466,Shasta Lake,Shasta County,Ca
95119,10461,San Jose,Santa Clara County,Ca
93223,10424,Farmersville,Tulare County,Ca
93286,10418,Woodlake,Tulare County,Ca
95386,10387,Waterford,Stanislaus County,Ca
92320,10366,Calimesa,Riverside County,Ca
95713,10280,Colfax,Placer County,Ca
94158,10205,San Francisco,San Francisco County,Ca
95954,10163,Magalia,Butte County,Ca
93646,10157,Orange Cove,Tulare County,Ca
94925,10155,Corte Madera,Marin County,Ca
96097,10154,Yreka,Siskiyou County,Ca
95338,10102,Mariposa,Mariposa County,Ca
93219,9871,Earlimart,Tulare County,Ca
95033,9853,Los Gatos,Santa Cruz County,Ca
95064,9832,Santa Cruz,Santa Cruz County,Ca
93465,9829,Templeton,San Luis Obispo County,Ca
92359,9758,Mentone,San Bernardino County,Ca
92136,9630,San Diego,San Diego County,Ca
95694,9600,Winters,Yolo County,Ca
93622,9419,Firebaugh,Fresno County,Ca
95322,9392,Gustine,Merced County,Ca
93620,9363,Dos Palos,Merced County,Ca
92254,9362,Mecca,Riverside County,Ca
91935,9320,Jamul,San Diego County,Ca
94572,9309,Rodeo,Contra Costa County,Ca
90014,9273,Los Angeles,Los Angeles County,Ca
95010,9243,Capitola,Santa Cruz County,Ca
90211,9208,Beverly Hills,Los Angeles County,Ca
92067,9186,Rancho Santa Fe,San Diego County,Ca
92657,9169,Newport Coast,Orange County,Ca
95946,9049,Penn Valley,Nevada County,Ca
92310,8967,Fort Irwin,San Bernardino County,Ca
94931,8945,Cotati,Sonoma County,Ca
93926,8941,Gonzales,Monterey County,Ca
95006,8802,Boulder Creek,Santa Cruz County,Ca
95327,8788,Jamestown,Tuolumne County,Ca
95324,8763,Hilmar,Merced County,Ca
94930,8748,Fairfax,Marin County,Ca
95988,8748,Willows,Glenn County,Ca
93546,8689,Mammoth Lakes,Mono County,Ca
94710,8471,Berkeley,Alameda County,Ca
95811,8456,Sacramento,Sacramento County,Ca
92325,8449,Crestline,San Bernardino County,Ca
93625,8396,Fowler,Fresno County,Ca
93434,8272,Guadalupe,Santa Barbara County,Ca
95220,8244,Acampo,San Joaquin County,Ca
92276,8242,Thousand Palms,Riverside County,Ca
92241,8232,Desert Hot Springs,Riverside County,Ca
90056,8225,Los Angeles,Los Angeles County,Ca
95065,8125,Santa Cruz,Santa Cruz County,Ca
93463,8059,Solvang,Santa Barbara County,Ca
93449,8050,Pismo Beach,San Luis Obispo County,Ca
92655,8040,Midway City,Orange County,Ca
92250,8033,Holtville,Imperial County,Ca
93721,8004,Fresno,Fresno County,Ca
95726,7974,Pollock Pines,El Dorado County,Ca
92252,7911,Joshua Tree,San Bernardino County,Ca
92249,7910,Heber,Imperial County,Ca
90077,7868,Los Angeles,Los Angeles County,Ca
94574,7827,Saint Helena,Napa County,Ca
95932,7789,Colusa,Colusa County,Ca
95693,7624,Wilton,Sacramento County,Ca
95969,7564,Paradise,Butte County,Ca
95005,7552,Ben Lomond,Santa Cruz County,Ca
91020,7509,Montrose,Los Angeles County,Ca
94939,7488,Larkspur,Marin County,Ca
90401,7480,Santa Monica,Los Angeles County,Ca
93510,7397,Acton,Los Angeles County,Ca
93591,7340,Palmdale,Los Angeles County,Ca
96067,7321,Mount Shasta,Siskiyou County,Ca
95139,7232,San Jose,Santa Clara County,Ca
93644,7169,Oakhurst,Madera County,Ca
95316,7154,Denair,Stanislaus County,Ca
95642,7152,Jackson,Amador County,Ca
94027,7142,Atherton,San Mateo County,Ca
92548,7110,Homeland,Riverside County,Ca
92356,7048,Lucerne Valley,San Bernardino County,Ca
94515,7024,Calistoga,Sonoma County,Ca
96094,6985,Weed,Siskiyou County,Ca
93445,6912,Oceano,San Luis Obispo County,Ca
94028,6888,Portola Valley,San Mateo County,Ca
92624,6881,Capistrano Beach,Orange County,Ca
92233,6871,Calipatria,Imperial County,Ca
93737,6624,Fresno,Fresno County,Ca
93234,6571,Huron,Fresno County,Ca
93924,6563,Carmel Valley,Monterey County,Ca
93410,6523,San Luis Obispo,San Luis Obispo County,Ca
95987,6504,Williams,Colusa County,Ca
93022,6422,Oak View,Ventura County,Ca
95619,6414,Diamond Springs,El Dorado County,Ca
95683,6330,Sloughhouse,Sacramento County,Ca
92342,6317,Helendale,San Bernardino County,Ca
93460,6280,Santa Ynez,Santa Barbara County,Ca
93656,6249,Riverdale,Fresno County,Ca
95631,6244,Foresthill,Placer County,Ca
92352,6147,Lake Arrowhead,San Bernardino County,Ca
95709,6103,Camino,El Dorado County,Ca
95470,6068,Redwood Valley,Mendocino County,Ca
93428,6056,Cambria,San Luis Obispo County,Ca
95018,6055,Felton,Santa Cruz County,Ca
95436,6008,Forestville,Sonoma County,Ca
95202,6000,Stockton,San Joaquin County,Ca
93427,5980,Buellton,Santa Barbara County,Ca
95658,5974,Newcastle,Placer County,Ca
95971,5931,Quincy,Plumas County,Ca
95019,5891,Freedom,Santa Cruz County,Ca
95666,5885,Pioneer,Amador County,Ca
95626,5845,Elverta,Sacramento County,Ca
92861,5814,Villa Park,Orange County,Ca
93267,5811,Strathmore,Tulare County,Ca
95046,5801,San Martin,Santa Clara County,Ca
95467,5795,Hidden Valley Lake,Lake County,Ca
93615,5767,Cutler,Tulare County,Ca
95672,5744,Rescue,El Dorado County,Ca
93270,5711,Terra Bella,Tulare County,Ca
96073,5648,Palo Cedro,Shasta County,Ca
93256,5575,Pixley,Tulare County,Ca
92823,5495,Brea,Orange County,Ca
93240,5470,Lake Isabella,Kern County,Ca
92363,5447,Needles,San Bernardino County,Ca
93501,5404,Mojave,Kern County,Ca
93106,5369,Santa Barbara,Santa Barbara County,Ca
94720,5322,Berkeley,Alameda County,Ca
90290,5300,Topanga,Los Angeles County,Ca
95222,5236,Angels Camp,Calaveras County,Ca
92315,5228,Big Bear Lake,San Bernardino County,Ca
92590,5212,Temecula,Riverside County,Ca
92372,5208,Pinon Hills,San Bernardino County,Ca
92397,5059,Wrightwood,Los Angeles County,Ca
93225,5018,Frazier Park,Ventura County,Ca
95655,4954,Mather,Sacramento County,Ca
95249,4908,San Andreas,Calaveras County,Ca
95912,4908,Arbuckle,Colusa County,Ca
93675,4891,Squaw Valley,Fresno County,Ca
93609,4889,Caruthers,Fresno County,Ca
95692,4887,Wheatland,Yuba County,Ca
92382,4884,Running Springs,San Bernardino County,Ca
95231,4865,French Camp,San Joaquin County,Ca
92210,4832,Indian Wells,Riverside County,Ca
95722,4829,Meadow Vista,Placer County,Ca
96101,4824,Alturas,Modoc County,Ca
94005,4756,Brisbane,San Mateo County,Ca
93451,4751,San Miguel,Monterey County,Ca
95446,4709,Guerneville,Sonoma County,Ca
95685,4703,Sutter Creek,Amador County,Ca
96088,4703,Shingletown,Shasta County,Ca
95665,4693,Pine Grove,Amador County,Ca
96064,4690,Montague,Siskiyou County,Ca
