zip,population,city,county,state
95228,4648,Copperopolis,Calaveras County,Ca
93272,4548,Tipton,Tulare County,Ca
95236,4518,Linden,San Joaquin County,Ca
94304,4489,Palo Alto,Santa Clara County,Ca
95623,4488,El Dorado,El Dorado County,Ca
95614,4479,Cool,El Dorado County,Ca
95671,4478,Represa,Sacramento County,Ca
94111,4468,San Francisco,San Francisco County,Ca
95938,4451,Durham,Butte County,Ca
92003,4404,Bonsall,San Diego County,Ca
93235,4360,Ivanhoe,Tulare County,Ca
93202,4308,Armona,Kings County,Ca
91906,4281,Campo,San Diego County,Ca
96013,4212,Burney,Shasta County,Ca
90010,4185,Los Angeles,Los Angeles County,Ca
90089,4164,Los Angeles,Los Angeles County,Ca
92121,4150,San Diego,San Diego County,Ca
95627,4137,Esparto,Yolo County,Ca
96122,4121,Portola,Plumas County,Ca
96035,4097,Gerber,Tehama County,Ca
95917,4091,Biggs,Butte County,Ca
95321,4068,Groveland,Tuolumne County,Ca
95045,4063,San Juan Bautista,San Benito County,Ca
95247,4022,Murphys,Calaveras County,Ca
92369,3999,Patton,San Bernardino County,Ca
95237,3992,Lockeford,San Joaquin County,Ca
96093,3959,Weaverville,Trinity County,Ca
94129,3952,San Francisco,San Francisco County,Ca
93660,3921,San Joaquin,Fresno County,Ca
95461,3909,Middletown,Lake County,Ca
95004,3902,Aromas,Monterey County,Ca
95258,3885,Woodbridge,San Joaquin County,Ca
95365,3882,Planada,Merced County,Ca
95634,3878,Georgetown,El Dorado County,Ca
94535,3873,Travis Afb,Solano County,Ca
93523,3867,Edwards,Kern County,Ca
95328,3856,Keyes,Stanislaus County,Ca
95379,3828,Tuolumne,Tuolumne County,Ca
90704,3822,Avalon,Los Angeles County,Ca
92539,3760,Anza,Riverside County,Ca
96055,3760,Los Molinos,Tehama County,Ca
93437,3681,Lompoc,Santa Barbara County,Ca
93581,3611,Tehachapi,Kern County,Ca
94525,3599,Crockett,Contra Costa County,Ca
92278,3574,Twentynine Palms,San Bernardino County,Ca
94951,3574,Penngrove,Sonoma County,Ca
92549,3535,Idyllwild,Riverside County,Ca
96041,3511,Hayfork,Trinity County,Ca
94599,3428,Yountville,Napa County,Ca
94018,3423,El Granada,San Mateo County,Ca
93953,3416,Pebble Beach,Monterey County,Ca
95383,3415,Twain Harte,Tuolumne County,Ca
94508,3406,Angwin,Napa County,Ca
95562,3396,Rio Dell,Humboldt County,Ca
92256,3387,Morongo Valley,San Bernardino County,Ca
95423,3322,Clearlake Oaks,Lake County,Ca
95053,3317,Santa Clara,Santa Clara County,Ca
95633,3305,Garden Valley,El Dorado County,Ca
95458,3303,Lucerne,Lake County,Ca
92661,3300,Newport Beach,Orange County,Ca
95536,3258,Ferndale,Humboldt County,Ca
95457,3252,Lower Lake,Lake County,Ca
92004,3200,Borrego Springs,San Diego County,Ca
93265,3194,Springville,Tulare County,Ca
94038,3165,Moss Beach,San Mateo County,Ca
95333,3157,Le Grand,Merced County,Ca
94130,3136,San Francisco,San Francisco County,Ca
96143,3130,Kings Beach,Placer County,Ca
93643,3115,North Fork,Madera County,Ca
95982,3084,Sutter,Sutter County,Ca
96145,3081,Tahoe City,Placer County,Ca
92036,3075,Julian,San Diego County,Ca
90058,3049,Los Angeles,Los Angeles County,Ca
93602,3038,Auberry,Fresno County,Ca
92179,3031,San Diego,San Diego County,Ca
96137,2949,Westwood,Lassen County,Ca
93430,2941,Cayucos,San Luis Obispo County,Ca
96114,2927,Janesville,Lassen County,Ca
95684,2913,Somerset,El Dorado County,Ca
95485,2909,Upper Lake,Lake County,Ca
95542,2862,Garberville,Humboldt County,Ca
93650,2844,Fresno,Fresno County,Ca
95245,2813,Mokelumne Hill,Calaveras County,Ca
92145,2810,San Diego,San Diego County,Ca
92140,2807,San Diego,San Diego County,Ca
93066,2805,Somis,Ventura County,Ca
90021,2781,Los Angeles,Los Angeles County,Ca
95428,2775,Covelo,Mendocino County,Ca
93532,2768,Lake Hughes,Los Angeles County,Ca
92285,2726,Landers,San Bernardino County,Ca
91330,2699,Northridge,Los Angeles County,Ca
93242,2683,Laton,Fresno County,Ca
95546,2666,Hoopa,Humboldt County,Ca
95663,2659,Penryn,Placer County,Ca
90067,2653,Los Angeles,Los Angeles County,Ca
94037,2649,Montara,San Mateo County,Ca
96032,2606,Fort Jones,Siskiyou County,Ca
93944,2605,Monterey,Monterey County,Ca
96020,2593,Chester,Plumas County,Ca
95442,2592,Glen Ellen,Sonoma County,Ca
93409,2591,San Luis Obispo,San Luis Obispo County,Ca
93516,2583,Boron,Kern County,Ca
93626,2583,Friant,Madera County,Ca
92536,2569,Aguanga,Riverside County,Ca
96052,2538,Lewiston,Trinity County,Ca
91962,2528,Pine Valley,San Diego County,Ca
95570,2523,Trinidad,Humboldt County,Ca
95951,2522,Hamilton City,Glenn County,Ca
95669,2514,Plymouth,Amador County,Ca
95223,2470,Arnold,Alpine County,Ca
93921,2469,Carmel By The Sea,Monterey County,Ca
95464,2466,Nice,Lake County,Ca
93285,2465,Wofford Heights,Kern County,Ca
93283,2416,Weldon,Kern County,Ca
93271,2398,Three Rivers,Tulare County,Ca
95329,2394,La Grange,Tuolumne County,Ca
92365,2393,Newberry Springs,San Bernardino County,Ca
95460,2349,Mendocino,Mendocino County,Ca
92662,2346,Newport Beach,Orange County,Ca
93205,2320,Bodfish,Kern County,Ca
96025,2247,Dunsmuir,Siskiyou County,Ca
95638,2246,Herald,Sacramento County,Ca
92281,2238,Westmorland,Imperial County,Ca
96134,2236,Tulelake,Modoc County,Ca
95311,2182,Coulterville,Mariposa County,Ca
92391,2177,Twin Peaks,San Bernardino County,Ca
96113,2164,Herlong,Lassen County,Ca
93616,2163,Del Rey,Fresno County,Ca
95113,2161,San Jose,Santa Clara County,Ca
93453,2096,Santa Margarita,San Luis Obispo County,Ca
94957,2081,Ross,Marin County,Ca
92386,2064,Sugarloaf,San Bernardino County,Ca
92401,2060,San Bernardino,San Bernardino County,Ca
94964,2054,San Quentin,Marin County,Ca
92093,2044,La Jolla,San Diego County,Ca
92230,2039,Cabazon,Riverside County,Ca
93222,2036,Pine Mountain Club,Kern County,Ca
94020,2030,La Honda,San Mateo County,Ca
94514,2023,Byron,Contra Costa County,Ca
95445,2012,Gualala,Mendocino County,Ca
95567,2001,Smith River,Del Norte County,Ca
93249,1996,Lost Hills,Kern County,Ca
94511,1993,Bethel Island,Contra Costa County,Ca
92283,1967,Winterhaven,Imperial County,Ca
95389,1963,Yosemite National Park,Mariposa County,Ca
95703,1955,Applegate,Placer County,Ca
92676,1952,Silverado,Orange County,Ca
95002,1920,Alviso,Santa Clara County,Ca
93667,1909,Tollhouse,Fresno County,Ca
96027,1907,Etna,Siskiyou County,Ca
93261,1889,Richgrove,Tulare County,Ca
95903,1868,Beale Afb,Yuba County,Ca
93562,1867,Trona,San Bernardino County,Ca
95310,1849,Columbia,Tuolumne County,Ca
93040,1838,Piru,Ventura County,Ca
90639,1833,La Mirada,Los Angeles County,Ca
91916,1833,Descanso,San Diego County,Ca
95468,1822,Point Arena,Mendocino County,Ca
95977,1822,Smartsville,Yuba County,Ca
95441,1819,Geyserville,Sonoma County,Ca
95918,1807,Browns Valley,Yuba County,Ca
96028,1805,Fall River Mills,Shasta County,Ca
90263,1803,Malibu,Los Angeles County,Ca
93920,1790,Big Sur,Monterey County,Ca
95551,1789,Loleta,Humboldt County,Ca
95255,1787,West Point,Calaveras County,Ca
95942,1786,Forest Ranch,Butte County,Ca
95449,1785,Hopland,Mendocino County,Ca
93527,1734,Inyokern,Tulare County,Ca
93266,1720,Stratford,Kings County,Ca
95454,1714,Laytonville,Mendocino County,Ca
93206,1709,Buttonwillow,Kern County,Ca
95524,1700,Bayside,Humboldt County,Ca
93252,1680,Maricopa,Ventura County,Ca
95421,1679,Cazadero,Sonoma County,Ca
92061,1677,Pauma Valley,San Diego County,Ca
95211,1676,Stockton,San Joaquin County,Ca
95319,1651,Empire,Stanislaus County,Ca
93513,1649,Big Pine,Inyo County,Ca
95372,1639,Soulsbyville,Tuolumne County,Ca
92273,1631,Seeley,Imperial County,Ca
95975,1628,Rough And Ready,Nevada County,Ca
92561,1622,Mountain Center,Riverside County,Ca
95690,1621,Walnut Grove,Sacramento County,Ca
95374,1581,Stevinson,Merced County,Ca
96118,1581,Loyalton,Sierra County,Ca
93651,1580,Prather,Fresno County,Ca
93426,1566,Bradley,Monterey County,Ca
95528,1555,Carlotta,Humboldt County,Ca
95246,1548,Mountain Ranch,Calaveras County,Ca
95641,1517,Isleton,Sacramento County,Ca
95323,1516,Hickman,Stanislaus County,Ca
95689,1498,Volcano,Amador County,Ca
95612,1462,Clarksburg,Yolo County,Ca
92059,1456,Pala,San Diego County,Ca
94973,1438,Woodacre,Marin County,Ca
93432,1434,Creston,San Luis Obispo County,Ca
93544,1427,Llano,Los Angeles County,Ca
95039,1427,Moss Landing,Monterey County,Ca
95573,1417,Willow Creek,Humboldt County,Ca
95955,1413,Maxwell,Colusa County,Ca
91905,1411,Boulevard,San Diego County,Ca
92086,1409,Warner Springs,San Diego County,Ca
95947,1407,Greenville,Plumas County,Ca
92275,1406,Salton City,Imperial County,Ca
93239,1404,Kettleman City,Kings County,Ca
92398,1394,Yermo,San Bernardino County,Ca
94923,1390,Bodega Bay,Sonoma County,Ca
96069,1390,Oak Run,Shasta County,Ca
95415,1383,Boonville,Mendocino County,Ca
93653,1378,Raymond,Madera County,Ca
95636,1374,Grizzly Flats,El Dorado County,Ca
95681,1370,Sheridan,Placer County,Ca
93461,1369,Shandon,San Luis Obispo County,Ca
95968,1366,Palermo,Butte County,Ca
92282,1361,Whitewater,Riverside County,Ca
95525,1358,Blue Lake,Humboldt County,Ca
93925,1352,Chualar,Monterey County,Ca
93545,1342,Lone Pine,Inyo County,Ca
94924,1342,Bolinas,Marin County,Ca
96103,1340,Blairsden Graeagle,Plumas County,Ca
95560,1337,Redway,Humboldt County,Ca
95469,1323,Potter Valley,Mendocino County,Ca
96056,1318,Mcarthur,Lassen County,Ca
94060,1312,Pescadero,San Mateo County,Ca
96109,1297,Doyle,Lassen County,Ca
92091,1288,Rancho Santa Fe,San Diego County,Ca
94933,1284,Forest Knolls,Marin County,Ca
96048,1283,Junction City,Trinity County,Ca
91934,1251,Jacumba,San Diego County,Ca
95465,1251,Occidental,Sonoma County,Ca
95452,1240,Kenwood,Sonoma County,Ca
92242,1230,Earp,San Bernardino County,Ca
95497,1224,The Sea Ranch,Sonoma County,Ca
96140,1219,Carnelian Bay,Placer County,Ca
95387,1215,Westley,Stanislaus County,Ca
96044,1215,Hornbrook,Siskiyou County,Ca
93201,1209,Alpaugh,Tulare County,Ca
96120,1209,Markleeville,Alpine County,Ca
93601,1206,Ahwahnee,Madera County,Ca
95686,1194,Thornton,San Joaquin County,Ca
95652,1193,Mcclellan,Sacramento County,Ca
94956,1189,Point Reyes Station,Marin County,Ca
96023,1189,Dorris,Siskiyou County,Ca
92257,1186,Niland,Imperial County,Ca
95919,1183,Brownsville,Yuba County,Ca
95227,1180,Clements,San Joaquin County,Ca
95426,1178,Cobb,Lake County,Ca
93424,1174,Avila Beach,San Luis Obispo County,Ca
93740,1174,Fresno,Fresno County,Ca
95645,1162,Knights Landing,Yolo County,Ca
96057,1158,Mccloud,Siskiyou County,Ca
95589,1153,Whitethorn,Humboldt County,Ca
95615,1147,Courtland,Sacramento County,Ca
96146,1147,Olympic Valley,Placer County,Ca
95937,1145,Dunnigan,Yolo County,Ca
95549,1140,Kneeland,Humboldt County,Ca
93553,1136,Pearblossom,Los Angeles County,Ca
95962,1136,Oregon House,Yuba County,Ca
95664,1133,Pilot Hill,El Dorado County,Ca
92518,1132,March Air Reserve Base,Riverside County,Ca
93246,1129,Lemoore,Kings County,Ca
93606,1129,Biola,Fresno County,Ca
96008,1123,Bella Vista,Shasta County,Ca
95547,1121,Hydesville,Humboldt County,Ca
96024,1105,Douglas City,Trinity County,Ca
92135,1095,San Diego,San Diego County,Ca
95462,1091,Monte Rio,Sonoma County,Ca
93258,1086,Porterville,Tulare County,Ca
93441,1085,Los Olivos,Santa Barbara County,Ca
96051,1067,Lakehead,Shasta County,Ca
92339,1064,Forest Falls,San Bernardino County,Ca
94575,1048,Moraga,Contra Costa County,Ca
95701,1045,Alta,Placer County,Ca
95346,1041,Mi Wuk Village,Tuolumne County,Ca
93928,1040,Jolon,Monterey County,Ca
95553,1037,Miranda,Humboldt County,Ca
95548,1034,Klamath,Del Norte County,Ca
93668,1025,Tranquillity,Fresno County,Ca
92328,1022,Death Valley,Inyo County,Ca
95538,1022,Fort Dick,Del Norte County,Ca
94592,1020,Vallejo,Solano County,Ca
95225,1019,Burson,Calaveras County,Ca
92368,1018,Oro Grande,San Bernardino County,Ca
93608,1018,Cantua Creek,Fresno County,Ca
90073,1014,Los Angeles,Los Angeles County,Ca
96062,1002,Millville,Shasta County,Ca
93067,999,Summerland,Santa Barbara County,Ca
91125,996,Pasadena,Los Angeles County,Ca
93243,977,Lebec,Kern County,Ca
95916,965,Berry Creek,Butte County,Ca
94586,964,Sunol,Alameda County,Ca
96104,962,Cedarville,Modoc County,Ca
95317,948,El Nido,Merced County,Ca
95635,948,Greenwood,El Dorado County,Ca
96142,946,Tahoma,El Dorado County,Ca
94937,938,Inverness,Marin County,Ca
95563,911,Salyer,Trinity County,Ca
95017,907,Davenport,Santa Cruz County,Ca
93645,897,O'Neals,Madera County,Ca
93518,894,Caliente,Kern County,Ca
93624,892,Five Points,Fresno County,Ca
95303,891,Ballico,Merced County,Ca
95466,880,Philo,Mendocino County,Ca
93255,872,Onyx,Kern County,Ca
93254,869,New Cuyama,Santa Barbara County,Ca
96107,868,Coleville,Mono County,Ca
93238,866,Kernville,Tulare County,Ca
95313,860,Crows Landing,Stanislaus County,Ca
95565,860,Scotia,Humboldt County,Ca
95674,859,Rio Oso,Sutter County,Ca
93526,855,Independence,Inyo County,Ca
95459,853,Manchester,Mendocino County,Ca
91917,851,Dulzura,San Diego County,Ca
93440,846,Los Alamos,Santa Barbara County,Ca
96047,843,Igo,Shasta County,Ca
93450,830,San Ardo,Monterey County,Ca
96087,824,Shasta,Shasta County,Ca
93541,817,Lee Vining,Mono County,Ca
96058,809,Macdoel,Siskiyou County,Ca
95041,803,Mount Hermon,Santa Cruz County,Ca
95410,797,Albion,Mendocino County,Ca
93218,796,Ducor,Tulare County,Ca
95659,790,Nicolaus,Sutter County,Ca
92321,784,Cedar Glen,San Bernardino County,Ca
95306,784,Catheys Valley,Mariposa County,Ca
96096,784,Whitmore,Shasta County,Ca
95439,782,Fulton,Sonoma County,Ca
95471,780,Rio Nido,Sonoma County,Ca
95369,778,Snelling,Merced County,Ca
95456,775,Little River,Mendocino County,Ca
92358,762,Lytle Creek,San Bernardino County,Ca
92070,761,Santa Ysabel,San Diego County,Ca
95957,752,Meridian,Sutter County,Ca
91931,749,Guatay,San Diego County,Ca
95629,747,Fiddletown,Amador County,Ca
92322,746,Cedarpines Park,San Bernardino County,Ca
95830,746,Sacramento,Sacramento County,Ca
91008,744,Duarte,Los Angeles County,Ca
95651,738,Lotus,El Dorado County,Ca
94528,726,Diablo,Contra Costa County,Ca
96039,726,Happy Camp,Siskiyou County,Ca
93043,722,Port Hueneme Cbc Base,Ventura County,Ca
94567,719,Pope Valley,Napa County,Ca
93666,704,Sultana,Tulare County,Ca
95527,701,Burnt Ranch,Trinity County,Ca
96091,693,Trinity Center,Trinity County,Ca
95556,692,Orleans,Humboldt County,Ca
94946,673,Nicasio,Marin County,Ca
95943,670,Glenn,Glenn County,Ca
95043,669,Paicines,San Benito County,Ca
96084,664,Round Mountain,Shasta County,Ca
96129,640,Beckwourth,Plumas County,Ca
95526,638,Bridgeville,Humboldt County,Ca
92327,633,Daggett,San Bernardino County,Ca
92678,630,Trabuco Canyon,Orange County,Ca
96148,630,Tahoe Vista,Placer County,Ca
95537,629,Fields Landing,Humboldt County,Ca
91963,624,Potrero,San Diego County,Ca
95432,614,Elk,Mendocino County,Ca
94613,612,Oakland,Alameda County,Ca
92347,601,Hinkley,San Bernardino County,Ca
96128,600,Standish,Lassen County,Ca
94548,598,Knightsen,Contra Costa County,Ca
95960,594,North San Juan,Sierra County,Ca
95922,593,Camptonville,Yuba County,Ca
96141,592,Homewood,Placer County,Ca
95427,589,Comptche,Mendocino County,Ca
93517,587,Bridgeport,Mono County,Ca
96006,587,Adin,Lassen County,Ca
92317,567,Blue Jay,San Bernardino County,Ca
95075,566,Tres Pinos,San Benito County,Ca
95564,564,Samoa,Humboldt County,Ca
92309,561,Baker,San Bernardino County,Ca
96015,560,Canby,Modoc County,Ca
94104,557,San Francisco,San Francisco County,Ca
95728,549,Soda Springs,Placer County,Ca
92258,547,North Palm Springs,Riverside County,Ca
95585,545,Leggett,Mendocino County,Ca
95385,531,Vernalis,Stanislaus County,Ca
95345,528,Midpines,Mariposa County,Ca
95318,522,El Portal,Mariposa County,Ca
92092,521,La Jolla,San Diego County,Ca
95251,521,Vallecito,Calaveras County,Ca
95444,516,Graton,Sonoma County,Ca
95230,513,Farmington,Stanislaus County,Ca
94922,509,Bodega,Sonoma County,Ca
95668,507,Pleasant Grove,Sutter County,Ca
92060,506,Palomar Mountain,San Diego County,Ca
95253,504,Victor,San Joaquin County,Ca
93224,501,Fellows,Kern County,Ca
93954,501,San Lucas,Monterey County,Ca
92305,500,Angelus Oaks,San Bernardino County,Ca
96038,499,Grenada,Siskiyou County,Ca
95545,492,Honeydew,Humboldt County,Ca
95675,487,River Pines,Amador County,Ca
90742,469,Sunset Beach,Orange County,Ca
92350,468,Loma Linda,San Bernardino County,Ca
95970,466,Princeton,Colusa County,Ca
95935,465,Dobbins,Yuba County,Ca
96106,465,Clio,Plumas County,Ca
94963,462,San Geronimo,Marin County,Ca
95956,458,Meadow Valley,Plumas County,Ca
95653,455,Madison,Yolo County,Ca
95914,450,Bangor,Butte County,Ca
94929,442,Dillon Beach,Marin County,Ca
95950,442,Grimes,Colusa County,Ca
92378,437,Rimforest,San Bernardino County,Ca
90743,434,Surfside,Orange County,Ca
92333,429,Fawnskin,San Bernardino County,Ca
96105,429,Chilcoot,Plumas County,Ca
94938,428,Lagunitas,Marin County,Ca
93531,425,Keene,Kern County,Ca
95552,423,Mad River,Trinity County,Ca
96090,421,Tehama,Tehama County,Ca
95930,417,Clipper Mills,Butte County,Ca
95714,411,Dutch Flat,Placer County,Ca
92268,405,Pioneertown,San Bernardino County,Ca
96092,402,Vina,Tehama County,Ca
94970,400,Stinson Beach,Marin County,Ca
96050,400,Klamath River,Siskiyou County,Ca
95221,398,Altaville,Calaveras County,Ca
95257,398,Wilseyville,Calaveras County,Ca
95941,396,Forbestown,Butte County,Ca
95983,395,Taylorsville,Plumas County,Ca
93665,386,South Dos Palos,Merced County,Ca
93652,378,Raisin City,Fresno County,Ca
93673,378,Traver,Tulare County,Ca
95543,376,Gasquet,Del Norte County,Ca
95939,376,Elk Creek,Glenn County,Ca
95979,374,Stonyford,Colusa County,Ca
93932,370,Lockwood,Monterey County,Ca
95555,370,Orick,Humboldt County,Ca
93604,366,Bass Lake,Madera County,Ca
95488,366,Westport,Mendocino County,Ca
94971,364,Tomales,Marin County,Ca
96065,364,Montgomery Creek,Shasta County,Ca
95007,359,Brookdale,Santa Cruz County,Ca
95601,352,Amador City,Amador County,Ca
95420,351,Caspar,Mendocino County,Ca
95254,350,Wallace,Calaveras County,Ca
95435,347,Finley,Lake County,Ca
96034,345,Gazelle,Siskiyou County,Ca
96075,341,Paynes Creek,Tehama County,Ca
92341,331,Green Valley Lake,San Bernardino County,Ca
96046,328,Hyampom,Trinity County,Ca
93669,324,Wishon,Madera County,Ca
96059,323,Manton,Tehama County,Ca
96033,321,French Gulch,Shasta County,Ca
96124,320,Calpine,Sierra County,Ca
92066,319,Ranchita,San Diego County,Ca
96016,319,Cassel,Shasta County,Ca
95639,314,Hood,Sacramento County,Ca
90071,313,Los Angeles,Los Angeles County,Ca
93512,313,Benton,Mono County,Ca
95554,313,Myers Flat,Humboldt County,Ca
95913,313,Artois,Glenn County,Ca
95224,311,Avery,Calaveras County,Ca
91210,310,Glendale,Los Angeles County,Ca
93628,310,Hume,Fresno County,Ca
93407,309,San Luis Obispo,San Luis Obispo County,Ca
93452,307,San Simeon,San Luis Obispo County,Ca
95837,306,Sacramento,Sacramento County,Ca
93529,302,June Lake,Mono County,Ca
91759,299,Mt Baldy,Los Angeles County,Ca
92239,296,Desert Center,Riverside County,Ca
93251,293,McKittrick,Kern County,Ca
93664,288,Shaver Lake,Fresno County,Ca
96117,288,Litchfield,Lassen County,Ca
95312,284,Cressey,Merced County,Ca
95697,281,Yolo,Yolo County,Ca
95637,276,Guinda,Yolo County,Ca
95450,272,Jenner,Sonoma County,Ca
95412,271,Annapolis,Sonoma County,Ca
96054,269,Lookout,Modoc County,Ca
96086,268,Seiad Valley,Siskiyou County,Ca
94940,260,Marshall,Marin County,Ca
93549,254,Olancha,Inyo County,Ca
94569,251,Port Costa,Contra Costa County,Ca
93603,249,Badger,Tulare County,Ca
95646,249,Kirkwood,Alpine County,Ca
96009,247,Bieber,Lassen County,Ca
95558,246,Petrolia,Humboldt County,Ca
92134,241,San Diego,San Diego County,Ca
95607,235,Capay,Yolo County,Ca
96125,234,Sierra City,Sierra County,Ca
95233,233,Hathaway Pines,Calaveras County,Ca
93207,232,California Hot Springs,Tulare County,Ca
96011,232,Big Bend,Shasta County,Ca
93227,227,Goshen,Tulare County,Ca
96126,227,Sierraville,Sierra County,Ca
92259,225,Ocotillo,Imperial County,Ca
95568,224,Somes Bar,Siskiyou County,Ca
93563,222,Valyermo,Los Angeles County,Ca
93641,216,Miramonte,Fresno County,Ca
95550,213,Korbel,Humboldt County,Ca
94516,212,Canyon,Contra Costa County,Ca
95417,211,Branscomb,Mendocino County,Ca
95232,202,Glencoe,Calaveras County,Ca
93962,198,Spreckels,Monterey County,Ca
92155,196,San Diego,San Diego County,Ca
93627,196,Helm,Fresno County,Ca
95698,196,Zamora,Yolo County,Ca
95443,190,Glenhaven,Lake County,Ca
95925,188,Challenge,Yuba County,Ca
96133,188,Topaz,Mono County,Ca
92389,187,Tecopa,Inyo County,Ca
95606,185,Brooks,Yolo County,Ca
96074,183,Paskenta,Tehama County,Ca
92147,180,San Diego,San Diego County,Ca
93260,178,Posey,Tulare County,Ca
92332,177,Essex,San Bernardino County,Ca
95984,177,Twain,Plumas County,Ca
93621,173,Dunlap,Fresno County,Ca
96014,173,Callahan,Siskiyou County,Ca
96112,172,Fort Bidwell,Modoc County,Ca
94576,171,Deer Park,Napa County,Ca
92266,170,Palo Verde,Imperial County,Ca
95419,169,Camp Meeker,Sonoma County,Ca
92385,167,Skyforest,San Bernardino County,Ca
95920,164,Butte City,Glenn County,Ca
95305,158,Big Oak Flat,Tuolumne County,Ca
94972,153,Valley Ford,Sonoma County,Ca
96076,152,Platina,Trinity County,Ca
94074,151,San Gregorio,San Mateo County,Ca
95494,151,Yorkville,Mendocino County,Ca
93276,150,Tupman,Kern County,Ca
96108,149,Davis Creek,Modoc County,Ca
95910,148,Alleghany,Sierra County,Ca
96121,145,Milford,Lassen County,Ca
95493,144,Witter Springs,Lake County,Ca
95595,143,Zenia,Trinity County,Ca
96017,143,Castella,Shasta County,Ca
95972,142,Rackerby,Yuba County,Ca
91046,141,Verdugo City,Los Angeles County,Ca
96078,135,Proberta,Tehama County,Ca
95679,131,Rumsey,Yolo County,Ca
95736,131,Weimar,Placer County,Ca
96037,131,Greenview,Siskiyou County,Ca
95717,129,Gold Run,Placer County,Ca
93208,127,Camp Nelson,Tulare County,Ca
90822,125,Long Beach,Los Angeles County,Ca
96068,125,Nubieber,Lassen County,Ca
94021,123,Loma Mar,San Mateo County,Ca
96115,122,Lake City,Modoc County,Ca
93244,121,Lemon Cove,Tulare County,Ca
95936,121,Downieville,Sierra County,Ca
96029,120,Flournoy,Tehama County,Ca
93287,119,Woody,Kern County,Ca
95429,118,Dos Rios,Mendocino County,Ca
95514,117,Blocksburg,Humboldt County,Ca
95676,113,Robbins,Sutter County,Ca
95715,110,Emigrant Gap,Placer County,Ca
93670,108,Yettem,Tulare County,Ca
93042,107,Point Mugu Nawc,Ventura County,Ca
94573,107,Rutherford,Napa County,Ca
95720,107,Kyburz,El Dorado County,Ca
95248,106,Rail Road Flat,Calaveras County,Ca
96135,106,Vinton,Plumas County,Ca
91948,104,Mount Laguna,San Diego County,Ca
95986,104,Washington,Nevada County,Ca
91980,103,Tecate,San Diego County,Ca
95511,102,Alderpoint,Humboldt County,Ca
93237,98,Kaweah,Tulare County,Ca
95978,98,Stirling City,Butte County,Ca
93605,97,Big Creek,Fresno County,Ca
93528,94,Johannesburg,Kern County,Ca
93524,93,Edwards,Kern County,Ca
95140,91,Mount Hamilton,Santa Clara County,Ca
95569,91,Redcrest,Humboldt County,Ca
95463,88,Navarro,Mendocino County,Ca
95625,88,Elmira,Solano County,Ca
93522,86,Darwin,Inyo County,Ca
93741,77,Fresno,Fresno County,Ca
96063,77,Mineral,Tehama County,Ca
95431,76,Eldridge,Sonoma County,Ca
96040,71,Hat Creek,Shasta County,Ca
96031,66,Forks Of Salmon,Siskiyou County,Ca
93554,65,Randsburg,Kern County,Ca
95944,65,Goodyears Bar,Sierra County,Ca
95974,65,Richvale,Butte County,Ca
93429,64,Casmalia,Santa Barbara County,Ca
95375,64,Strawberry,Tuolumne County,Ca
96123,62,Ravendale,Lassen County,Ca
95699,60,Drytown,Amador County,Ca
95335,58,Long Barn,Tuolumne County,Ca
94512,57,Birds Landing,Solano County,Ca
91608,56,Universal City,Los Angeles County,Ca
93226,55,Glennville,Kern County,Ca
95013,53,Coyote,Santa Clara County,Ca
95981,52,Strawberry Valley,Plumas County,Ca
95735,51,Twin Bridges,El Dorado County,Ca
95325,44,Hornitos,Mariposa County,Ca
95923,43,Canyon Dam,Plumas County,Ca
96136,40,Wendel,Lassen County,Ca
96085,38,Scott Bar,Siskiyou County,Ca
96110,37,Eagleville,Modoc County,Ca
95604,34,Auburn,Placer County,Ca
95934,33,Crescent Mills,Plumas County,Ca
96119,31,Madeline,Lassen County,Ca
95571,30,Weott,Humboldt County,Ca
93634,29,Lakeshore,Fresno County,Ca
93530,28,Keeler,Inyo County,Ca
96010,28,Big Bar,Trinity County,Ca
95486,27,Villa Grande,Sonoma County,Ca
93633,26,Kings Canyon National Pk,Tulare County,Ca
90747,25,Carson,Los Angeles County,Ca
92384,23,Shoshone,Inyo County,Ca
94950,23,Olema,Marin County,Ca
96111,23,Floriston,Nevada County,Ca
96116,19,Likely,Modoc County,Ca
93262,18,Sequoia National Park,Tulare County,Ca
93558,17,Red Mountain,San Bernardino County,Ca
96132,17,Termo,Lassen County,Ca
92161,12,San Diego,San Diego County,Ca
92364,12,Nipton,San Bernardino County,Ca
93943,12,Monterey,Monterey County,Ca
93408,11,San Luis Obispo,San Luis Obispo County,Ca
95680,9,Ryde,Sacramento County,Ca
96071,7,Old Station,Shasta County,Ca
95480,6,Stewarts Point,Sonoma County,Ca
93623,4,Fish Camp,Mariposa County,Ca
